SMILES,Symbol
CCCNC(=O)[C@@H](O)CC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)O)[C@@H](C)CC,074
CC1(C)SCN(C(=O)[C@@H](O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CS(C)(=O)=O)NC(=O)COC2=CC=CC3=C2C=CN=C3)[C@@H]1C(=O)N[C@H]1C2=CC=CC=C2C[C@H]1O,075
CC(C)[C@H](NC(=O)COC1=CC=CC=C1)C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)[C@H]1O[C@@H]1CC1=CC=CC=C1,076
O=C(O)C[C@@H](O)CCC1=CC=C(C2=CC=CC=C2)C=C1,077
N[C@@H]([C@H](O)[C@@H](N)CC1=CC=CC=C1)[C@H](O)CC1=CC=CC=C1,078
CC(C)[C@H](NC(=O)COC1=CC=CC=C1)C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)[C@H](N)[C@H](O)CC1=CC=CC=C1,079
COC(=O)[C@H]1C[C@H](O)[C@@H](O)C[C@@H]1C(=O)OC,07B
CSC1=NC=C2C=C3C=NC=CC3=C([N+](=O)[O-])C2=N1,07C
CCC1=C2C=C3C(C)=C4C(=O)[C@H](C(=O)OC)C5=C6C(CCC(=O)OC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C7=CC8=N9->[Mg](<-N3=C45)(N2C(=C1C)C=C9C(C(C)=O)=C8C)N76,07D
C[C@H](O)CCO[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O,07E
CC1=C(CC2=CC=CC=C2)C(=O)N(CCC2=CC=CC=C2)C(C2=CC=CC(F)=C2O)=N1,07F
CC(C)(C)NC(=O)C(C1=C(C(=O)O)NC2=CC(Cl)=CC=C12)N(C=O)CC1=CC=C(F)C(F)=C1,07G
O=C(C1=CC=CC(C2=CC=NN2)=C1)N1CCN(CC2=CC3=CC=CC=C3OC2)CC1,07H
CC(=O)O[C@@H](C)/C=C\C(=O)N[C@@H]1C[C@H](C)[C@H](C/C=C(C)/C=C/[C@@H]2CC(C)=CC(=O)O2)O[C@@H]1C,07I
CCN1CCN(C2=CC=C(NC3=CC(N(C)C(=O)NC4=C(Cl)C(OC)=CC(OC)=C4Cl)=NC=N3)C=C2)CC1,07J
CC1=CC=CC2=C1N=CC=C2N,07K
O=C1C=CC2=C(C=C(O)C=C2)O1,07L
N#CC1=C(CSC2=C3COCCC3=C(C#N)C(O)=N2)C=CC=N1,07M
CC1=C(Cl)C(Cl)=C(C(=O)N[C@@H]2CCN(C3=NC=C(C(=O)O)S3)C[C@@H]2F)N1,07N
C[C@H](C(=O)SC[C@H](N)C(=O)O)C1=CC=CC=C1,07O
CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CCCCCCC[C@@H]1C[C@H]1CCCCCCCCCC,07P
COC1=CC([C@@H](C)NC(=O)NC2=NC(C3=CC=NC=C3)=CS2)=CC=C1,07Q
O=C(NCC1=CC(O)=CC=C1)NC1=NC(C2=CC=NC=C2)=CS1,07R
O=C(CN1CCN(C2=CC=NC(NC3=NC=C(C4=CN=CC=C4)S3)=C2)CC1)N1CCOCC1,07S
CN1C2=C(SC([S@@](C)=O)=C2)C2=C1C(=O)N(CC1=CC=CC(N)=C1)N=C2,07T
CC(C)(N)CNC1=C2C=CN=CC2=CC(C2=CC=NC=C2)=N1,07U
C=C(C)[C@@H]1CC=C(C)C(=O)C1,07V
O=[N+]([O-])C1=CC=C(O[C@H]2O[C@@H](CO)[C@H](O)[C@H]2O)C=C1,07Y
NC1=C(C(=O)C2=CN=CC=C2)SC(NC2=CC=C(C(=O)O)C=C2)=N1,07Z
COC1=CC=C2C(N3C(=O)N(CC4=CC([C@@]5(C)OC(=O)NC5=O)=CC=C4)C4=CC=CC=C43)=NOC2=C1,082
CC1=CC(C)=NC(/C(N)=N/C2=NC(C3=CC=CC=N3)=CC3=CC=CC=C23)=N1,083
C[C@H](NC1=NC=CC(C2=C(C3=CC=CC(C(F)(F)F)=C3)N=C(C3CCNCC3)N2C)=N1)C1=CC=CC=C1,084
NC(=O)C1=CC=C(C2=NC(C3=CC=CC=N3)=C(C3=CC=C4OCOC4=C3)N2)C=C1,085
CC1=C(Cl)C(Cl)=C(C(=O)NC2CCN(C3=CC(C(N)=O)=CC(Cl)=N3)CC2)N1,087
CC(C)C1=C(COC2=CC=C3C(=C2)C=CN3CC2=CC=CC(C(=O)O)=C2)C(C2=C(Cl)C=CC=C2Cl)=NO1,088
CCN1N=NC2=C(C)C([C@@H](CC(=O)O)C3=CC(C)=C4CCN(C(=O)C5=CC=CC=C5)CC4=C3)=CC=C21,08A
CC1=C(Br)C=C(C(=O)NC2CCN(C3=C([N+](=O)[O-])C=CC=N3)CC2)N1,08B
COC1=CC=C(C2=NC3=CC=CC=C3C(=O)N2)C=C1,08C
CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,08D
NC1=CC(CN2C(C(=O)O)=C(C3=CC=CNC3=O)C3=C2C=CC(Cl)=C3)=CC=N1,08E
CS(=O)(=O)NC1=CC=CC(S(=O)(=O)NC(=O)C2=C(C3=CC=CNC3=O)C3=CC(Cl)=CC=C3N2CC2=CC=NC(N)=C2)=C1,08F
C[C@H](NC(=O)NC1=CC2=C(C=NN2)C(CO)=N1)C1=CC=CC=C1,08G
CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12,08H
CCC1=C(C)C2=CC3=NC(=CC4=C(C)C(CCC(=O)OC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(N4)C4=C5N=C(C=C1N2)C(C)=C5C(=O)[C@@H]4C(=O)OC)C(C)=C3C(C)=O,08I
CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N21,08J
CC1=NN=C2N(C)N=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12,08K
O=C1C=CC(=O)N[C@@H](CC2CCCCC2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCCNC(=O)C2=CN=CC=N2)C(=O)NCC[C@@H](C(=O)O)N1,08L
N[C@@H](CCCNC(=O)C1=NC=CN=C1)C(=O)O,08M
COC1=CC=C2C(=C1OC)C(=O)O[C@@H]2[C@H]1C2=C(OC)C3=C(C=C2CCN1C)OCO3,08N
CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O,08O
O=C(O)C(=O)N[C@H](CS)C(=O)O,08P
CC1=CN([C@@H]2C[C@H](O)[C@@H](COP(=O)(O)NCCS)O2)C(=O)NC1=O,08Q
COC1=CC=CC=C1CNCCO[C@@H]1CNC[C@@H]1CC1=NC(N)=CC(C)=C1,08R
CC(C)C1=NN=C(NS(=O)(=O)C2=CC=C(CCNC(=O)C3=C(Cl)C4=CC=C(F)C=C4S3)C=C2)S1,08S
[Be](OP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)n2cnc3c2ncnc3N)O)O)(F)(F)F,08T
O=C(CBr)N[C@H]1O[C@@H](CO)[C@H](O)[C@H]1O,08U
COC1=CC2=C(C=C1OC)C1=C3C(=CC(OC)=C1OC)CCN(C)[C@H]3C2,08V
CNC(=O)C1=CN(C2=CC3=C(C=C2C(F)(F)F)NC(=O)N(NS(C)(=O)=O)C3=O)C=N1,08W
NC(=O)[C@@H]1CCNC(=O)[C@H](CCCNC(=O)C2=CN=CC=N2)NC(=O)[C@H](CC2CCCCC2)NC(=O)[C@H](CC=CC2=CC=CC=C2)NC(=O)/C=C\C(=O)N1,08X
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4C5=C6C(=C(Br)NC6=CC=C5)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,08Y
NC(=O)C1=CC=C(NC2=NC(N)=C(C(=O)C3=CN=CC=C3)S2)C=C1,08Z
COC1=CC=C2C(=C1OC)N=C(NC(=O)C1=CC=CN=C1)[N+]1=C2NC=C1,090
O=C1NC2=CC=CC=C2[C@]12CCNC2,091
COC(=O)[C@H]1C[C@]2(CN1)C(=O)NC1=CC=CC=C12,092
CC(=O)N=C1NC(C)=C(C2=CC=C(Cl)C(S(=O)(=O)NCCO)=C2)S1,093
O=C1NCC2=NC(SC3=CC=C(F)C=C3F)=C(C3=CCNCC3)C=C2N1C1=C(Cl)C=CC=C1Cl,094
O=C(OC1CCOCC1)[C@H]1C[C@]2(CN1)C(=O)NC1=CC=CC=C12,095
COC1=C(O)C=C(CCCN2CCN(C)CC2)C([C@H]2SCC(=O)N2C2=CC=CN=C2)=C1,096
CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](O)C(=O)NO)C(C)(C)C,097
O=C(NO)[C@@H](NCC1CC1)[C@@H](CC1=CC=CC(O)=C1)C(=O)N[C@H]1C2=CC=CC=C2C[C@H]1O,098
O=C(C[C@@H](CC1=CC=CC(O)=C1)C(=O)N[C@H]1C2=CC=CC=C2C[C@H]1O)NO,099
O=C(OCC1=CC=CC=C1)[C@H]1C[C@]2(CN1)C(=O)NC1=CC=CC=C12,09A
N#CC1=CC=C(COC(=O)[C@H]2C[C@]3(CN2)C(=O)NC2=CC=CC=C23)C=C1,09B
O=C1NCC(C2=CNC3=C2C=CC(Br)=C3)N[C@H]1C1=CNC2=C1C=CC(Br)=C2,09C
O=C(O[C@H]1CCSC2=C1C=C(Br)C=C2)[C@H]1C[C@]2(CN1)C(=O)NC1=CC=CC=C12,09D
O=C(O[C@H]1CCS(=O)(=O)C2=C1C=C(Br)C=C2)[C@H]1C[C@]2(CN1)C(=O)NC1=CC=CC=C12,09E
N#CC1(OC(=O)[C@H]2C[C@]3(CN2)C(=O)NC2=CC=CC=C23)CCCCC1,09F
N#CC1=CC=C(COC(=O)[C@H]2C[C@]3(CN2)C(=O)NC2=CC=CC=C23)C=C1Br,09G
O=C(NC1=CC=CC=C1N1CCNCC1)C1=CSC(C2=CC=C3OCCC3=C2)=N1,09H
[H]/N=C(/N)NC(=O)C1=C(N)N=C(N2CCCCCC2)C(C2=CC3=C(C=CC=C3F)O2)=N1,09I
CCN1C(=O)C(C2=CC(C(=O)NC3CC3)=CC=C2C)=CC2=NN=C(C3=C(F)C=CC=C3Cl)N21,09J
O=C(CC1=CC=C(OC(F)(F)F)C=C1)NC1=CC(C2CC2)=NN1,09K
O=C(C1=CC(CC2=NNC(=O)C3=CC=CC=C23)=CC=C1F)N1CCN(C(=O)C2CC2)CC1,09L
CC1=C(O)C(CNC2=CC3=CC=CC=C3N(O)C2=O)=C(COP(=O)(O)O)C=N1,09M
CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)N[C@@H](CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@H](O)CCCCCCCCCCCCCC,09N
C1=CC(N2CCCNCC2)=CN=C1,09O
CCOC1=CC(N2CCCNCC2)=CN=C1,09P
C1=CC=C(C2=CC(N3CCCNCC3)=CN=C2)C=C1,09Q
BrC1=NC=C(N2CCCNCC2)C=C1,09R
CCOC1=CC(N2CCCNCC2)=CN=C1Br,09S
CC1=CC2=C(C=C1C)N(CC1=CC=C(Cl)C(Cl)=C1)C=N2,09T
COCC1CC1,09U
OCC1CC1,09V
[H]/N=C(\N)C1=CC(C2=CC=CC=C2)=C(CNC(=O)C2=CC=CC3=C2OCC3)S1,09W
O=C(CBr)N[C@@H]1O[C@@H](CO)[C@H](O)[C@H]1O,09X
COC1=CC(CCNC(=O)C2=C(O)C(=O)NC(C3=CC=CC=C3C)=N2)=CC=N1,09Y
CC(C)NC1=NC(N)=C(C(=O)C2=CC=CN=C2)S1,09Z
NC1=C2N=CN([C@H]3O[C@@H](COP(=O)(O)O)[C@H](O)[C@@H]3O)C2=NC=N1,0A
C[C@](N)(CC(=O)O)C(=O)O,0A0
COC1=CC=C(C[C@H](N)C(=O)O)C=C1,0A1
CCO[B-](O)(OCC)[C@@H](N)CCCCN,0A2
CO/N=C(\C(=O)N[C@H](C(=O)O)[C@@H]1NC(C(=O)O)=C(C)CS1)C1=CSC(N)=N1,0A3
C=C1CS[C@H]([C@H](NC(=O)CC2=CC=CS2)C(=O)O)N=C1C(=O)O,0A4
O=C(O)CCCBr,0A5
CCOC(=O)[C@H](O)CC(=O)O,0A6
O=C(O)CC1=CC=CC=C1C(=O)O,0A7
N[C@@H](CSC(=O)NCCCl)C(=O)O,0A8
COC(=O)[C@@H](N)CC1=CC=CC=C1,0A9
COC(=O)[C@@H](N)C(C)C,VME
C[C@H]1C=COC(=O)[C@H]1N,0AB
N[C@@H](CC1=CC=CC=C1)[C@@H](O)CCC(=O)O,FOG
CCCNC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)C(=O)N1,0AD
CC(C)[C@@H]1[NH+](CC2=CC=C3C(NC[C@]4(O)CCCN(C5=CC(NCC6=CC=CC=C6)=NC=N5)C4)=CC=CC3=C2)CC12CCC2,0AE
N[C@@H](CC1=CNC2=C1C=CC=C2O)C(=O)O,0AF
CCOC(=O)N[C@@H](CC(C)C)C(=O)O,0AG
N[C@@H](COC(=O)CBr)C(=O)O,0AH
CO[C@H]1O[C@H](C(=O)O)[C@H](O)[C@H](O)[C@H]1NC(C)=O,0AI
CCS[C@H](C)SC,0AJ
N[C@@H](CC(=O)OCCCl)C(=O)O,0AK
O=P(O)(O)O[C@H]1[C@H](O)[C@H](O)[C@H](O)O[C@@H]1[C@H](O)CO,GPO
CCCSSCCCNC1=C2N=CN([C@H]3C[C@H](O)[C@@H](COP(=O)(O)O)O3)C2=NC=N1,0SP
O=C1[C@@H]2CCC[C@H]([C@@H](/C=C/C3=CC=CC=C3Cl)CN1CC1=CC=CC=N1)N2S(=O)(=O)C1=CC(Cl)=CC(Cl)=C1,0AN
N[C@H](C=O)CC1=CC=CC2=CC=CC=C12,0AO
NC1=NC(=O)N([C@H]2C[C@H](OP(=O)(O)O)[C@@H](COP(=O)(O)O)O2)C=C1,0AP
[H]/N=C(/NCCC[C@H](N)C(=O)O)NC(C)=O,0AR
C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@H]12,0AS
CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](COP(=O)(O)O)O[C@@H]1O,16G
O=C1NC(=O)N([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)C=C1I,IU
CO[C@@H]1[C@H](O)[C@@H](COP(=O)(O)O)O[C@H]1N1C=NC2=C1N=CN=C2N,A39
[H]/N=C(\N)C1=CC(C2=CC=CC=C2)=C(CNC(=O)C2=CC=C3OCCC3=C2)S1,0AW
O=C(N[C@@H](CC1CCCCC1)C(=O)N[C@@H](C[C@@H]1CCCNC1=O)[C@@H](O)C(=O)NCC1=CC=CC=C1)C1=CC2=CC=CC=C2O1,0AX
CCOB(OCC)[C@@H](N)CCCCN,0AY
O=C(O)[C@H]1C[C@@H](O)CN1,UYA
O=C1[C@H](NC2=CC=CC=C2)CCCN1[C@@H]1CCCN(C2=C3C=CNC3=NC=N2)C1,0B0
COC1=CC(C2=CC([C@@H]3C[C@@H]3C3=CC(=O)N(C)C(N)=N3)=CC=C2)=CC=C1,0B1
C[C@H](CO)C(=O)[C@@H](N)CC1CCCCC1,0B2
CN1C(=O)C[C@@](C)(CCC2=CC=CC=C2)N=C1N,0B3
CN1C(=O)C[C@@](C)([C@@H]2C[C@H]2C2=CC=CC=C2)N=C1N,0B4
CC(F)(F)[C@H]1OC(N)=N[C@](C)(C2=CC(NC(=O)C3=CN=C(OCF)C=N3)=CC=C2F)[C@H]1F,0B5
C[C@@]1(C2=CC(NC(=O)C3=CC=C(C#N)C=N3)=CC=C2F)C=C(CF)OC(N)=N1,0B6
[H]/N=C(\N)C1=CC(C2=CC=CC=C2)=C(CNC(=O)C2=CC=C3C=CNC3=C2)S1,0B7
CC1=C(C(=O)C2=C(O)CCCC2=O)C=CC2=C1C(=O)N(CC(=O)OCCOC1=CC=C3C=CC4=CC=CC5=C4C3=C1C=C5)C(=O)N2C,0B8
O=C(N[C@@H]1CCCN(C2=NC=NC3=C2C=CN3)C1)[C@H](NC1=CC(F)=CC(Cl)=C1)C1CC1,0B9
CC(C)[C@@H]1N(CC2=CC=C(C(=O)NC[C@]3(O)CCCN(C4=C5C=CNC5=NC=N4)C3)C(O)=C2)CC12CCC2,0BA
CC1=CC=CC2=C1C(CN1C(=O)N(CCCC(=O)O)C3=CC=CC=C31)=CS2,0BB
CCOC1=CC=C(C(C)=O)C=C1NC(=O)C1=CC(C2=CSC=N2)=CC(C2=NNN=N2)=C1,0BC
CC(C)CC(CC(C)C)O[C@@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@H]1O,0BD
[Be+2],0BE
O=C(CCl)N1CCC2(CC1)SCC(=O)N2CC1=CC=C(C2=CC=CC3=CC=CC=C23)O1,0BF
CN(CCNC(=O)CNC1=CC=CC=C1)C1=C2C=CNC2=NC=N1,0BG
CC(C)[C@@H]1N(CC2=CC=C(C(=O)NC[C@]3(O)CCCN(C4=CC(NCC5=CC=CC6=C5C=CS6)=NC=N4)C3)C(O)=C2)CC12CCC2,0BH
COCC1=CC2=CC(=C1)NCCCCOC1=CC(=CC=C1)C[C@@H]([C@H](O)CNC1(C3=CC(C(C)C)=CC=C3)CC1)NC2=O,0BI
COC(=O)C1=C(C(=O)C2=C(O)C=CC=C2O)C(O)=CC(C)=C1,0BJ
COC1=NC=NC(C(=O)NC2=CC=C(F)C([C@]3(CF)CC[C@@](C)(S(C)(=O)=O)C(N)=N3)=C2)=C1,0BK
[H]/N=C(\N)C1=CC(C2=CC=CC=C2)=C(CNC(=O)[C@H]2OC3=CC=CC=C3[C@@H]2C)S1,0BL
[H]/N=C(\N)N1CCC(CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC2=CC=CC=C2)NS(C)(=O)=O)CC1,0BM
[H]/N=C(/N)C1=CC=C(C[C@H](N)C(=O)O)C=C1,0BN
O=C(N[C@@H](CC1CCCCC1)C(=O)N[C@@H](C[C@@H]1CCCNC1=O)[C@@H](O)C(=O)NC1CC1)C1=CC2=CC=CC=C2O1,0BO
C1=CC=C(C2=CC=CC=N2)N=C1,0BP
O=C1NN=C(C2=NC3=CC=CC=C3N2)N1,0BQ
CC[C@H]1C[N@]2CC[C@@H]1C[C@H]2[C@H](O)C1=CC=NC2=C1C=C(OC)C=C2,0BR
[H]/N=C(\N)C1=CC(C2=CC=CC=C2)=C(CNC(=O)CC2=CC=C3OCOC3=C2)S1,0BS
CC1=CN([C@H]2C[C@H]3O[C@](C4=CC=C(I)C=C4)(P(=O)(O)O)OC[C@H]3O2)C(=O)NC1=O,0BT
O=C(NC1=CC=CC(C(=O)NC2=CC=C(S(=O)(=O)O)C3=C2C(S(=O)(=O)O)=CC(S(=O)(=O)O)=C3)=C1)NC1=CC=CC(C(=O)NC2=CC=C(S(=O)(=O)O)C3=C2C(S(=O)(=O)O)=CC(S(=O)(=O)O)=C3)=C1,0BU
O=CCC1=CC2=CC=CC=C2C2=C1C=CC=C2,0BV
COC(=O)C1=CC=C(N2CCN(C)CC2)C(NC(=O)C2=CC=CC(OC)=C2)=C1,0BW
O=C(O)C1=CC=C(NC2=NC(NC3=CC=CC=C3)=CC=N2)C=C1,0BX
O=C(O)C1=CC=C(NC2=NC(NC3=CC=CC=C3Cl)=CC=N2)C=C1,0BY
O=C(O)C1=CC=C(NC2=NC(NC3=CC=CC=C3F)=CC=N2)C=C1,0BZ
NC1=NC(=O)N([C@H]2O[C@@H](COP(=O)(O)O)[C@H](O)[C@@H]2O)C=C1,LC
O=C(O)C1=CC=C(NC2=NC(NC3=CC=CC=C3C3=CC=CC=C3)=CC=N2)C=C1,0C0
CS(=O)(=O)NC(=O)C1=C(C2=CC=CNC2=O)C2=C(C=CC3=C2OCC3)N1CC1=CC(F)=CC=C1F,0C1
C[C@@H]1COC2=C1C=CC1=C2C(C2=CC=CNC2=O)=C(C(=O)NS(C)(=O)=O)N1CC1=CC(F)=CC=C1F,0C2
O=C(O)C1=CC=C(NC2=NC(NC3=CC=CC=C3C(F)(F)F)=CC=N2)C=C1,0C3
O=C(O)C1=CC=C(NC2=NC(NC3=CC=CC=C3Br)=CC=N2)C=C1,0C4
N#CC1=CC=CC=C1NC1=CC=NC(NC2=CC=C(C(=O)O)C=C2)=N1,0C5
O=C(O)C1=CC=C(NC2=NC(NC3=CC=CC=C3Cl)=C(F)C=N2)C=C1,0C6
ClC1=CC=CC=C1NC1=CC=NC(NC2=CC=C(C3=NN=NN3)C=C2)=N1,0C7
O=C(O)C1=CC=C(NC2=NC(NC3=CC=CC=C3OC(F)(F)F)=CC=N2)C=C1,0C8
O=C(O)C1=CC=C(NC2=NC(NC3=CC=CC=C3C(=O)O)=CC=N2)C=C1,0C9
[H]/N=C(/N)C1=CC=C2C=CC(CN3C(C(C)C)=CC4=C(C(=O)O)C=C(OC5CCN(C(C)=N)CC5)C=C43)=CC2=C1,0CA
[H]/N=C(/N)C1=CC2=CC(CN(C3=CC=C(OC4CCN(/C(C)=N/[H])CC4)C=C3)S(=O)(=O)CC(=O)O)=CC=C2C=C1,0CB
CC1(C)C(=O)C=C[C@@]2(C)[C@H]1CC[C@@]13C[C@@]4(C)C=C5C(=O)OC[C@]51[C@@](C)(C[C@@H]23)C4=O,0CC
CC(C)N1C2=CC=C([C@@H]3CCCCO3)C=C2C2=C1C1=C(C3=CN(C)N=C3CC1)C1=C2C=NC1=O,0CE
C#CCOP(=O)(O)OP(=O)(O)O,0CG
O=P(O)(O)OP(=O)(O)OCCCCO,0CH
CCC(=O)N1CC[C@H](OC2=NC(C3=NNC(=O)N3)=CC3=CC=CC=C23)C1,0CI
CC(=O)CCCOP(=O)(O)OP(=O)(O)O,0CJ
NC1=NC(C2=C(C3=CC=C(F)C=C3)N=CN2C2CCCCC2)=CC=N1,0CK
ClCCCCl,0CL
CC#CCOP(=O)(O)OP(=O)(O)O,0CM
C=C=CCOP(=O)(O)OP(=O)(O)O,0CN
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@]2(C)C[C@@H](CC(C)(C)O)CO2)C[C@@H](O)C[C@@H]1O,0CO
COC1=CC=C(C2CNC(=O)NC2)C=C1O[C@H]1C[C@@H]2CC[C@H]1C2,0CP
COC1=C2C=C3CC4=C5C=C(OCCOC6=C(OCC7=CN(CCC(=O)O)N=N7)C=C7CC8=C(C=C(OCC9=CN(CCC%10=CC=C(S(N)(=O)=O)C=C%10)N=N9)C(=C8)OCCOC8=CC(=C(C=C8OC)C5)CC3=C1)CC1=CC(=C(OCC3=CN(CCC(=O)O)N=N3)C=C1CC7=C6)OCCO2)C(OC)=C4,1CR
N[C@@H](C[S@@](=O)OO)C(=O)O,0CS
C1=CC=C2NN=NC2=C1,0CT
ClC1=CC2=C(NN=N2)C(Cl)=C1,0CU
COC1=CC2=C(N=C3NN=C(C)C3=C2N2CCNCC2)C(C)=C1,0CV
CC[C@H]1CCC[C@H](O)[C@@H](C)C(=O)C2=C[C@@H]3[C@@H](C=C[C@@H]4C[C@@H](O)C[C@@H]34)[C@@H]2CC(=O)O1,0CX
OC1=CC=C(C(C2=CC=C(O)C=C2)(C(F)(F)F)C(F)(F)F)C=C1,0CZ
OC1=CC=C(C(=C(Cl)Cl)C2=CC=C(O)C=C2)C=C1,0D1
O=C1NC(=O)[C@@](C2=CC=CC=C2)([C@]2(C3=CC=CC=C3)NC(=O)NC2=O)N1,0D2
CC(C)C[C@H](NC(=O)N1CCNCC1)C(=O)N[C@@H](CCC1=CC=CC=C1)CCS(=O)(=O)C1=CC=CC=C1,0D6
NCCCO,0D8
NC1=C2N=CN([C@@H]3C[C@@H](O)[C@H](COP(=O)(O)O)O3)C2=NC=N1,0DA
NC1=NC(=O)N([C@@H]2C[C@@H](O)[C@H](COP(=O)(O)O)O2)C=C1,DFC
CN1C(=O)NC2=NC=C(C3=CC=CC=C3)C=C21,0DF
NC1=NC2=C(N=CN2[C@@H]2C[C@@H](O)[C@H](COP(=O)(O)O)O2)C(=O)N1,DFG
N[C@H](CC1=CC(Cl)=CC=C1)C(=O)N1CCN(C(=O)C2=CC(F)=CC=C2F)CC1,0DI
CN1C(=O)NC2=NC=C(C3=CC=CC(C(N)=O)=C3)C=C21,0DJ
CC1=CN([C@H]2C[C@H](O)[C@@H](CF)O2)C(=O)NC1=O,0DN
CC1=CC=CC(C)=C1OCC(=O)N[C@@H](CC1=CC=CC=C1)[C@H](O)CN1CC[C@@H](S(=O)(=O)C2=CC=NC=C2)C[C@H]1C(=O)NC(C)(C)C,0DO
NC1=C(C2=CC=CC=C2)N=NS1,0DQ
CC(C)C[C@H](CC(=O)NO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O,0DS
CC1=CN([C@@H]2C[C@@H](O)[C@H](COP(=O)(O)O)O2)C(=O)NC1=O,DRT
CC1=CC(C(F)(F)F)=C(C2=CC=C(C[C@H](NC(=O)C3=C(Cl)C=CC=C3Cl)C(=O)O)C=C2)C(=O)N1C,0DU
CC(C)C1=C2[C@@H](O[C@H]3O[C@H](CO)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O)[C@H](C)[C@@H]3CC[C@H](CO)/C3=C/[C@@]2(C)CC1,0DV
CN1CCN(CCCNC2=CC3=C4C(=C(NCCCN5CCN(C)CC5)C=C5C(=O)N(CCCN6CCOCC6)C(=O)C2=C54)C(=O)N(CCCN2CCOCC2)C3=O)CC1,0DX
CC(C)(CO)[C@H]1CC2=C(CO1)C1=CC=CC=C1C(=O)N2,0E0
CC(C)[C@H]1CC2=C(C=C(C#N)C(O)=N2)CO1,0E1
CC[C@@](C)(O)[C@H](N)C(=O)O,0E5
NC(=[NH2+])NCCC[C@H](NC(=O)OCC1=CC=CC=C1)C(=O)N[C@@H](COCC1=CC=CC=C1)C(=O)CCl,0E6
[H]/N=C(\N)NCCCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)OC)[C@H](C)O,0E7
CC(C)(C)OC(=O)N[C@@H](CC1=CC=CC=C1)[C@H](O)CNC[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OC(C)(C)C,0E8
CN[C@H](C(=O)O)[C@H](O)C1=CC=C(O)C(O)=C1,0EA
COC1=CC2=C(C=C1OC)C(N)=NC(N1CCNCC1)=N2,0EC
C[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CC=CC=C1)NC(=O)O,0EF
CCCCCCC[C@@](C)(N)C(=O)O,0EH
CSC1=NC(C2=CC=C(F)C=C2)=C(C2=CC=NC(NC3=CC=C4/N=N\C5=CC=C(NC(=O)CCCN(C)C)C=C5CCC4=C3)=C2)N1C,0EI
O=C(CP(=O)(O)O)OC1[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)C(OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1OP(=O)(O)O,0EJ
CC(C)(C)NC(=O)[C@@H](C1=CC=CN=C1)N(C(=O)C1=CC=CO1)C1=CC=C(C(C)(C)C)C=C1,0EN
